hospital,address,phone,city,pincode,,,
DHARAMSHILA CANCER HOSPITAL AND RESEARCH CENTRE,"DHARAMSHILA MARG, VASUNDHARA ENCLAVE, NEW DELHI, DELHI, 110096","011-22617771-75,",NEW DELHI,,,,
DHAWAN HOSPITAL,"SCO-90, SECTOR-5, OPP.BACKSIDE VATIKA, PANCHKULA, HARYANA, 0",0172-2587777,PANCHKULA,,,,
DHAWAN ORTHOPEDIC HOSPITAL,"ARYA NAGAR, JAGADHARI ROAD, AMBALA, HARYANA, 0",0171-2662953/2664980,AMBALA,,,,
DIABETIC CARE,"46-22-6, DANAVAIPETA, RAJAHMUNDRY, ANDHRA PRADESH, 533103",8832467200,RAJAHMUNDRY,,,,
DIVA EYE INSTITUTE,"17, PARIMAL SOCIETY B/H PRERNA ARCADE, NEAR PARIMAL GARDEN, AHMEDABAD, AHMEDABAD, GUJARAT, 380006",079-26562006,AHMEDABAD,,,,
DIVINE DIAGNOSIS CENTRE PVT. LTD,"11A, ABINASH CHANDRA BANERJEE LANE, BELIAGHATA, KOLKATA, WEST BENGAL, 700010","033-23536008, 23702761",KOLKATA,,,,
DIVINE NURSING HOME PVT.LTD.,"11A, ABINASH CHANDRA BANERJEE LANE, BELIAGHATA, KOLKATA, WEST BENGAL, 700010",033-2350-5636/4765,KOLKATA,,,,
DIVYAJYOTI EYE HOSPITAL,"JYOTI APTS, GR. FLOOR, OPP 7 BUNGLOWS BUS DEPOT, ANDHERI (W), MUMBAI, MAHARASHTRA, 400053",022 - 26302871,MUMBAI,,,,
DNA MULTISPECIALITY HOSPITAL,"1ST FLOOR, WHISPERING PALMS SHOPPING CENTER, NEXT TO LOKHANDWALASALESOFFICE, AKURLI ROAD, KANDIVALI (E), MUMBAI, MAHARASHTRA, 400101",022 - 29653388,MUMBAI,,,,
DOABA HOSPITAL,"320, LAJPAT NAGAR, JALLANDHAR, PUNJAB, 0",0181-5548320,JALLANDHAR,,,,
DR GODBOLES HEART CARE CENTRE PVT. LTD.,"M G ROAD, NAUPADA, THANE, NAUPADA, THANE WEST , MAHARASHTRA, 400602",022-41116789-66,THANE WEST,,,,
DR SHROFF`S CHARITY EYE HOSPITAL,"5027, KEDAR NATH ROAD, DARYA GANJ, NEW DELHI, DELHI, 110002",011-41564300-41564311,NEW DELHI,,,,
DR UPPALS ENT HOSPITAL,"MOHAN HERITAGE,2ND FLOOR, OPP TMC PANCHPAKHADI, THANE, MAHARASHTRA, 400602",0251-25376355-25435520,THANE,,,,
DR. AGARWAL`S EYE HOSPITAL LTD,"NO.32-B, INDIRA GANDHI ROAD, KANCHIPURAM, CHENNAI, TAMILNADU, 631502",044-27232525,CHENNAI,,,,
DR. AGARWAL`S EYE HOSPITAL LTD,"OLD NO.20,NEW NO.33, 7TH AVENUE, ASHOK NAGAR, CHENNAI, TAMILNADU, 600083",044-24717721,CHENNAI,,,,
DR. AGARWALS EYE HOSPITAL,"11, 7TH CROSS, KAVERIAPPA INDUSTRIAL AREA, N.S. PALYA, BANNERGHATTA ROAD, BANGALORE, BANGALORE, KARNATAKA, 560076",080-26784011-26784010,BANGALORE,,,,
DR. AGARWALS EYE HOSPITAL,"DATLA PRIDE 6-3-712/80 & 81, PANJAGUTTA COLONY, PANJAGUTTA, ANDHRA PRADESH, 500082",040-2340081,PANJAGUTTA,,,,
DR. AGARWALS EYE HOSPITAL,"BBC TOWER, LINK ROAD SQUARE, MADHUPATNA, CUTTACK, ORISSA, 753010",0671-2342288,CUTTACK,,,,
DR. AGARWALS EYE HOSPITAL LTD,"NO.A-2, JAMMALAL BAJAJ MARG, C- SCHEME, JAIPUR, JAIPUR, RAJASTHAN, 302001",0141-5111851,JAIPUR,,,,
DR. AGARWALS EYE HOSPITAL LTD,"#19, CATHEDRAL ROAD, CHENNAI, TAMILNADU, 600086",044-28112811,CHENNAI,,,,
DR. AGARWALS EYE HOSPITAL LTD.,"36/A, 4TH CROSS CO-OPERATIVE COLONY, KRISHNAGIRI, TAMILNADU, 635001",04343-233660,KRISHNAGIRI,,,,
DR. AGARWALS EYE HOSPITAL LTD.,"22-339/2, OPP. SBI COLONY, KONGAREDDY PATTE, CHITOOR, ANDHRA PRADESH, 517001",08572-232991,CHITOOR,,,,
DR. AJAYANS MULTISPECIALITY HOSPITAL,"PLOT NO. 6,SECTOR-9, GORIRAJ CHS,OPP.R.S. NAIK SCHOOL,KOPARKHAIRANE, NAVI MUMBAI, MAHARASHTRA, 400709",022-27546468,NAVI MUMBAI,,,,
DR. ATUL SHAH EYE HOSPITAL,"3RD FLOOR, NAROTAM COMPLEX, BHUYANGDEV CROSS ROAD, SOLA ROAD, AHMEDABAD, GUJARAT, 380061",079-27450148,AHMEDABAD,,,,
DR. BHANUSHALI HOSPITAL,"KAUSHALYA, SHIVAJI PATH, THANE(W), THANE, MAHARASHTRA, 400601",0251-25332791,THANE,,,,
DR. BOTHRAS HOSPITAL,"1ST FLOOR, RAMKRISHNA BLDG., GADAV NAKA, BHANDUP (W), MUMBAI, MAHARASHTRA, 400078",022-25956516,MUMBAI,,,,
DR. GADGIL S EYE HOSPITAL,"GROUND FLOOR, SHREYAS APT., VAITY WADI, ESIS HOSPITAL ROAD, THANE (W), THANE, MAHARASHTRA, 400604",022 - 25811799,THANE,,,,
DR. GUPTA NURSING HOME & HOSPITAL,"25, RAJ BLOCK, NAVEEN SHAHDARA, NEW DELHI, DELHI, 110032",011 - 22322218,NEW DELHI,,,,
DR. KAMDAR`S NURSING HOME,"RIZVI NAGAR, JUNCTION OF S.V.ROAD & MILAN SUBWAY, SANTACRUZ (W), MUMBAI, MAHARASHTRA, 400054",022-26126699,MUMBAI,,,,
DR. KAPURS THE HEALING TOUCH EYE CENTRE,"D-8, VIKAS PURI, NEW DELHI, DELHI, 110018",011-28535083,NEW DELHI,,,,
DR. MALWANKAR S ROMEEN NURSING HOME,"GR.FLOOR,GAUTAM DHAM SOCIETY, OPP. GAMA HOUSE, BHANDUP (W), MUMBAI, MAHARASHTRA, 400078",022-25962736,MUMBAI,,,,
DR. MUKHI S RAJ HOSPITAL,"DEVIDAYAL ROAD, MULUND (W), MUMBAI , MAHARASHTRA, 400080",022 - 25658821/ 43/989,MUMBAI,,,,
DR. RAVISHANKARS EYE CLINIC & NURSING HOME,"NO.11, HUNTERS ROAD, (NEAR CLOCK TOWER), VEPERY, CHENNAI, TAMILNADU, 600112",044-25323128,CHENNAI,,,,
DR. SHAH`S LASER EYE INSTITUTE,"C-WING,RATHOD NGR.,BEHIND RAJA HOTEL, NEAR KDMC OFFICE, KALYAN(W), THANE, MAHARASHTRA, 421301",0251-2205668,THANE,,,,
DR. SHETTY`S ENT HOSPITAL,"9 LAVKUSH, M.G.ROAD PANCHRASTA, MULUND (W), MUMBAI, MAHARASHTRA, 400080",022-2590844,MUMBAI,,,,
DR. TODKAR HOSPITAL & DIAGNOSTIC CENTRE,"8/1, MANGALWAR PETH, PUNE, MAHARASHTRA, 411011",020-2614552/ 26050331,PUNE,,,,
DR. VIRENDRA LASER AND PHACO SURGERY CENTRE,"BEHIND MAHINDRA SHOWROOM, GANDHI NAGAR, TONK PHATAK, JAIPUR, JAIPUR, RAJASTHAN, 302015",0141-2707580,JAIPUR,,,,
DR. WANKHADE'S FRACTURE & ACCIDENT HOSPITAL,"201,203, MARC PLAZA, PURNIMA AREA, MURBAD ROAD, NEAR HERO HONDA SHOWROOM, KALYAN (W), THANE, MAHARASHTRA, 421301",0251 - 2220070 / 2200959,THANE,,,,
DR.AGARWAL'S EYE HOSPITAL,"LAND MARK TOWER, NO.10 SOUTH BYE PASS ROAD, TIRUNELVELI, TAMILNADU, 627003",04622-5018184,TIRUNELVELI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"NO 139 SRINIVAS NAGAR 3RD MAIN ROAD, KOLATHUR, CHENNAI, TAMILNADU, 600099",9450035756,CHENNAI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"MARGRET SIDNEY HOSPITAL, NO 13 2 ND STREET NANGANALLUR, CHENNAI, TAMILNADU, 600061",9444448601,CHENNAI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"OPHTHALMOLOGY DEPARTMENT, MARGARET SYDNEY HOSPITAL, 13,2ND STREET, NANGANALLUR, TAMILNADU, 600061",044-22310666,NANGANALLUR,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"32-B INDIRA GANDHI ROAD, KANCHIPURAM, CHENNAI, TAMILNADU, 631502",044-27232525,CHENNAI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"NO 157 J N ROAD, TIRUVALLUR, CHENNAI, TAMILNADU, 602001",044-27666868,CHENNAI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"19 TRICHY TRUNK ROAD, VILLUPURAM, CHENNAI, TAMILNADU, 605602",044-46227556,CHENNAI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"19/1 OFFICERS LINE, VELLORE, CHENNAI, TAMILNADU, 632001",044-62223968,CHENNAI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"NO 2/381 INDIRA NAGAR, KUMBAKONAM, CHENNAI, TAMILNADU, 612001",044-52410320,CHENNAI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"NO-72/3 R S TOWERS, BANGALORE MAIN ROAD, CHENNAI, TAMILNADU, 635109",044-44242233,CHENNAI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"#136 1ST FLOOR NETHAJI BY PASS ROAD, OPP TO HOTEL RAMA BOARDING DHARAMAPURI, CHENNAI, TAMILNADU, 636701",044-42269555,CHENNAI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"NO-114/7 GANDHI ROAD, SALEM, CHENNAI, TAMILNADU, 636007",044-72313040,CHENNAI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"NO-36A,4TH CROSS CO-OPERATIVE COLONY, KRISHNAGIRI, CHENNAI, TAMILNADU, 635001",044-43233660,CHENNAI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"NO 74 VASANTHAM TOWER , KUMBAKONAM MAIN ROAD PANRUTI, CHENNAI, TAMILNADU, 607106",044-42243399,CHENNAI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"A-2 JAMNALAL , BAJAJ MARG, C-SCHEME, JAIPUR, RAJASTHAN, 302001",0141-5111851,JAIPUR,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"NO-47 CUDDALORE MAIN ROAD, MANDARAKUPPAM NEAR JAYAPRIYA THEATRE NEYVELI, CHENNAI, TAMILNADU, 635001",044-42262233,CHENNAI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"THE FEDERATION SQUARE, B-63 SIVA ELANGO SALAI,(70 FEET ROAD) PERIYAR NAGAR, CHENNAI, TAMILNADU, 600082",044-25507755,CHENNAI,,,,
DR.AGARWAL'S EYE HOSPITAL LTD,"KRISHNA TOWERA NO-107 A BLOCK , 3RD AVENUE ANNANAGAR ROUNTANA ANNANAGAR EAST, CHENNAI, TAMILNADU, 600102",044-26215977,CHENNAI,,,,
DR.AGARWALS EYE HOSPITAL LTD,"NO 27 TARAMANI 100 FT ROAD, VELACHERY, CHENNAI, TAMILNADU, 600042",9444993108,CHENNAI,,,,
DR.AGARWALS EYE HOSPITAL LTD,"NO:49 ARCOT ROAD, PORUR, CHENNAI, TAMILNADU, 600116",044-24767787,CHENNAI,,,,
DR.BHATS EYE HOSPITAL,"VIJAYA COMPLEX, NO.1, M.J.H ROAD, CHENNAI, TAMILNADU, 600053",044-26581566,CHENNAI,,,,
DR.Y.MOHAN REDDY HOSPITAL,"URMADLA ROAD, CHITYAL, NALGONDA, ANDHRA PRADESH, 508114",9491234146,NALGONDA,,,,
DURGA HOSPITAL PVT. LIMITED,"711, DR. MUKHERJEE NAGAR, NEAR BATRA CINEMA, NEW DELHI, DELHI, 110009",011-2765392 & 276035,NEW DELHI,,,,
DURGA NURSING HOME,"D.NO 20-6-1382 2, ANJAIAH ROAD ONGOLE, PRAKASAM, ANDHRA PRADESH, 523002",8592239069,PRAKASAM,,,,
EASHWAR LAKSHMI HOSPITAL,"PLOT NO.9, NEAR SUB-REGISTER OFFICE, GANDHI NAGAR, HYDERABAD, ANDHRA PRADESH, 500080",040-27618442,HYDERABAD,,,,
EAST DELHI MEDICAL CENTRE,"1/550, G. T. ROAD, MANSAROVAR PARK, SHAHDARA, NEW DELHI, DELHI, 110032",011-22583204/22596736,NEW DELHI,,,,
EDEN HOSPITAL PVT LTD,"B-162, EAST OF KAILASH, EAST OF KAILASH, NEW DELHI, DELHI, 110065","011-26316726, 26316725",NEW DELHI,,,,
EKBALPUR NURSING HOME,"# 9, IBRAHIM ROAD, KOLKATA, WEST BENGAL, 700023",033-24494514,KOLKATA,,,,
EMC SUPER SPECIALITY HOSPITALS PVT. LTD.,"SHAKTI NAGAR, INSIDE LAHORI GATE, AMRITSAR, PUNJAB, 143001","0183-26535806, 26535",AMRITSAR,,,,
"ESCORTS HEART INSTITUTE & RESEARCH CENTRE., DELHI","OKHLA ROAD, NEW DELHI, NEW DELHI, DELHI, 110025","011-26825000, 26825001",NEW DELHI,,,,
ETERNAL HEART CARE CENTRE & RESEARCH INSTITUTE,"3A, JAGATPURA ROAD , NEAR JAWAHAR CIRCLE, JAIPUR, RAJASTHAN, 302020",041-5174000,JAIPUR,,,,
EYE CARE CENTRE,"1368 B, SECTOR- 14, SECTOR-14, FARIDABAD, HARYANA, 121007",0129-2283528,FARIDABAD,,,,
FAMILY CARE NURSING HOME,"12, JAY SOMESHWAR SOC., NR. JAYMALA BUS STOP, ISHANPUR ROAD, AHMEDABAD, GUJARAT, 390050",079-25329197,AHMEDABAD,,,,
FORESIGHT EYE CLINIC,"106,RPS FLATS,SHEIKH SARAI PH.-1,OPP.APPEJAY SCHOOL, MALVIYA NAGAR, NEW DELHI, DELHI, 110017","011-26018333,26018111,26017626",NEW DELHI,,,,
FORTIS ESCORTS HOSPITAL AND RESEARCH CENTRE LIMITED,"NEELAM BATA ROAD, N.I.T, FARIDABAD, HARYANA, 121001","0129-2416096,97",FARIDABAD,,,,
FORTIS FLT. LT. RAJAN DHALL HOSPITAL,"SECTOR-B, POCKET-1, ARUNA ASAF ALI MARG, VASANT KUNJ, NEW DELHI, DELHI, 110070",011-42776222,NEW DELHI,,,,
FORTIS HOSPITAL NOIDA,"B-22, SECTOR-62, NOIDA, NOIDA, UTTAR PRADESH, 210301",0120-2400222 & 24038,NOIDA,,,,
FORTIS HOSPITAL- SHALIMAR BAGH(FORTIS HEALTHCARE LIMITED.),"A-BLOCK, SHALIMAR BAGH, SHALIMAR BAGH, DELHI, DELHI, 110088",011-45302222,DELHI,,,,
FORTIS HOSPITALS LIMITED,"MULUND-GOREGAON, LINK ROAD, MULUND, MUMBAI, MAHARASHTRA, 400078",022-67994444,MUMBAI,,,,
FORTIS JESSA RAM HOSPITAL,"W.E.A. KAROL BAGH, DELHI, DELHI, 110005",011-45013222,DELHI,,,,
FORTIS MEMORIAL RESEARCH INSTITUTE,"SECTOR-44, OPPOSITE HUDA CITY, OPPOSITE HUDA CITY, GURGAON, HARYANA, 122002",0124-4386666,GURGAON,,,,
FRONTIER LIFELINE PVT LTD,"R-30-C , AMBATTUR ESTATE, MOGAPPAIR, CHENNAI, TAMILNADU, 600101",044-42017575,CHENNAI,,,,
G C HOSPITALS,"NO.3/1, ARUMUGAM LAY-OUT, IST STREET, VILLUPURAM, TAMILNADU, 605602",4146224093,VILLUPURAM,,,,
G.S.L.GENERAL HOSPITAL,"NH-5- LAKSHMIPURAM, RAJAHMUNDRY, RAJAHMUNDRY, ANDHRA PRADESH, 533329",8832484999,RAJAHMUNDRY,,,,
GANADHIPATI PURUSHOTTAM SHEKHAWATI HOSPITAL & RESEARCH CENTRE,"A/2, OPPOSITE ""TIME SQUARE"", CENTRAL SPINE, VIDHYADHAR NAGAR, JAIPUR, RAJASTHAN, 302013",0141-2232211,JAIPUR,,,,
GANDHI HOSPITAL(A UNIT OF PAWAN HEALTHCARE PVT.LTD.),"C-50,OM VIHAR, UTTAM NAGAR, NEW DELHI, DELHI, 110059",011-25335135/5099,NEW DELHI,,,,
GANESH HOSPITAL,"II, C/3, NEHRU NAGAR, GHAZIABAD, UTTAR PRADESH, 201001",0120-2792809-11,GHAZIABAD,,,,
GANESH ORTHO TRAUMA & MEDICAL CENTRE,"F-15/7, KRISHNA NAGAR, KRISHNA NAGAR, NEW DELHI, DELHI, 110051",011-22094921/22,NEW DELHI,,,,
GAYATRI MATERNITY ENT HOSPITAL,"A-4, SECTOR-4, SHANTI NAGAR, MIRA ROAD (E), THANE, MAHARASHTRA, 401107",022-28109163,THANE,,,,
GEETA HOSPITAL,"SEC-28, OPP. HUDAMARKET, NEAR WATER SUPPLY TANK, FARIDABAD, HARYANA, 121002",0129-4047396,FARIDABAD,,,,
GEETHA MATERNITY AND MULTI SPECIALITY,"10-1-5/C ROAD # 4, ., WEST MARREDPALLY, SECUNDERABAD, ANDHRA PRADESH, 500026",040-27801272,SECUNDERABAD,,,,
GENESIS HOSPITAL,"C1/130, , JANAK PURI, NEW DELHI, DELHI, 110058",011-45259999,NEW DELHI,,,,
GENESIS HOSPITAL,"1470, RAJDANGA MAIN ROAD, KASBA GOLPARK, KOLKATA, WEST BENGAL, 700107",033-24424242/4022,KOLKATA,,,,
GHAI HOSPITAL,"PLOT NO. 29, SECTOR 9, PLOT N0-29 SEC-9, FARIDABAD, HARYANA, 0",01292283522/2288698,FARIDABAD,,,,
GLOBAL HEART & SUPER SPECIALITY HOSPITAL,"NEAR OCTROI POST, FEROZEPUR ROAD, LUDHIANA, LUDHIANA, PUNJAB, 141012",0161-2553095-96-97,LUDHIANA,,,,
GLOBAL HOSPITALS(A UNIT OF RAVINDRANATH GE MEDICAL ASSOCIATES PVT. LTD.),"6-1-1070/1 TO4, LAKDI-KA-POOL, HYDERABAD, ANDHRA PRADESH, 500004",040-2324444,HYDERABAD,,,,
GODREJ MEMORIAL HOSPITAL,"PIROJSHANAGAR, VIKHROLI(E), MUMBAI, MAHARASHTRA, 400083",022-66417050,MUMBAI,,,,
GOLDEN PARK HOSPITAL,"BEHIND PARVATI THEATRE, VASAI ROAD (WEST), VASAI WEST, MAHARASHTRA, 401202","0250-2334780, 2334577",VASAI WEST,,,,
GOODLIFE HOSPITALS,"# 1-7-309, HANUMAN NAGAR, OPP JAGRIS FOOD LANDS, RANGA REDDY, ANDHRA PRADESH, 500060",9849071143,RANGA REDDY,,,,
GOPAL NURSING HOME & EYE HOSPITAL,"B-1, JYOTI NAGAR, WEST SHAHDARA, NEW DELHI, DELHI, 110094","011 - 22581993,22801993",NEW DELHI,,,,
GOYAL EYE INSTITUTE,"1/10, EAST PATEL NAGAR, NEW DELHI, DELHI, 110008",011 - 25881259,NEW DELHI,,,,
GOYAL HOSPITAL & UROLOGY CENTRE,"E-4/8, (LAJPAT RAI CHOWK), KRISHNA NAGAR, NEW DELHI, DELHI, 110051",011-22091851-22099852,NEW DELHI,,,,
"GRANT MEDICAL FOUNDATION, RUBY HALL CLINIC","40 SASSOON ROAD, PUNE, PUNE, MAHARASHTRA, 411001",020- 66455145,PUNE,,,,
GRECIAN SUPER SPECIALITY HOSPITAL,"SECTOR-69, OPP.VILLAGE KUMBHRA, S.A.S.NAGAR, MOHALI, PUNJAB, 160062",0172-5098035,MOHALI,,,,
GREWAL EYE INSTITUTE PVT LTD,"SCO 166-167-168-169, SECTOR 9-C, MADHYA MARG, CHANDIGARH, CHANDIGARH, 160009","0172-5056969,2744843",CHANDIGARH,,,,
GUMBER EYE & DENTAL CARE CENTER,"G.T. ROAD, NEAR GANGA BUILDING, PUTLIGHAR, AMRITSAR, PUNJAB, 143001",0183-2565600,AMRITSAR,,,,
GUPTA EYE HOSPITAL,"SCO-855A N.A.C NEAR MEENA BAZAR, MANIMAJRA , CHANDIGARH, PUNJAB, 161001",0172-2735725,CHANDIGARH,,,,
GURUSHREE HI TECH MULTISPECIALITY HOSPITAL,"1558 OPP. CHANDRA LAYOUT BUS DEPOT, BANGALORE, KARNATAKA, 560040",080-22339264,BANGALORE,,,,
H.J.DOSHI GHATKOPAR HINDU SABHA HOSPITAL,"SHRADHANAND ROAD, OPP RAILWAY STATION GHATKOPAR, MUMBAI, ANDHRA PRADESH, 400086",25094451,MUMBAI,,,,
HANDA MEDICAL AND RESEARCH CENTRE PVT. LTD.,"NH-1, SECTOR-16, FARIDABAD, HARYANA, 121002",95129-2291847,FARIDABAD,,,,
HANDA NURSING HOME,"57, RAJA GARDEN, NEW DELHI, NEW DELHI, DELHI, 110015",011 - 25161133,NEW DELHI,,,,
HANDE HOSPITAL,"# 45, LAKSHMI TALKIES ROAD, SHENOY NAGAR, CHENNAI, TAMILNADU, 600030",044-2644517,CHENNAI,,,,
HARIHARAN DIABETES & HEART CARE HOSPITALS (P) LTD.,"24 & 26, 29TH STREET, NANGANALLUR, CHENNAI, TAMILNADU, 600061",044-22325275 /22346565/ 22313514,CHENNAI,,,,
HARMONY HOSPITAL PVT LTD(HARMONY HEALTHCARE),"SCO-116A/B, PHASE-5, INDUSTRIAL AREA SECTOR-58, SHAHI MAJRA, , MOHALI, MOHALI, PUNJAB, 160071",0172-5058263,MOHALI,,,,
HARSHA HOSPITALS,"SY.NO.:12/24, GANGA ENCLAVE,R.R.DIST, PETBASHEERBAD,QUTBULLAPUR MANDAL, SECUNDERABAD, ANDHRA PRADESH, 500055",08418-232042,SECUNDERABAD,,,,
HARTEJ MATERNITY AND NURSING HOME,"A-290, RANJIT AVENUE, AMRITSAR, PUNJAB, 143001",0183-2503613,AMRITSAR,,,,
HEALTHCARE HOSPITALS,"3-8-394 NEAR L B NAGAR CIRCLE, TOWARDS SAGAR RING ROAD L B NAGAR, HYDERABAD, ANDHRA PRADESH, 500074",4024037979,HYDERABAD,,,,
HEMRAJ JAIN HOSPITAL & MATERNITY HOME,"BLOCK C-1, JANAK PURI, NEW DELHI, NEW DELHI, DELHI, 110058",011-25551507,NEW DELHI,,,,
HINDU MISSION HEALTH SERVICES,"100 FEET ROAD, HINDU COLONY, NANGANALLUR, CHENNAI, TAMILNADU, 600061",044-22340909,CHENNAI,,,,
HIRA MONGI NAVNEET HOSPITAL,"VALJI LADHA ROAD , MULUND (W), MUMBAI, MAHARASHTRA, 400080",022-25915577,MUMBAI,,,,
HIRANANDANI FORTIS HOSPITAL,"SECTOR 10A , MINI SEA SHORE ROAD, VASHI, NAVI MUMBAI, MAHARASHTRA, 0",022-39199222,NAVI MUMBAI,,,,
HOPE CHILDREN`S HOSPITAL,"5-9-24/81, LAKE HILL ROAD, BASHEERBAGH, HYDERABAD, ANDHRA PRADESH, 500463",040-23223782/ 92,HYDERABAD,,,,
ICARE EYE HOSPITAL & POST GRADUTATE INST GLACUOMA RESEARCH CENTRE(UNIT OF ISHWAR CHARITABLE TRUST)),"E - 3A, SECTOR - 26, NOIDA, UTTAR PRADESH, 120301",0120-2556389,NOIDA,,,,
ICON HOSPITAL & RESEARCH HOSPITAL,"FIRST FLOOR, SAVLA SADAN, R. C. MARG, OPP. RATION OFFICE, CHEMBUR, MUMBAI, MAHARASHTRA, 400071",022 - 25280050 / 51/81,MUMBAI,,,,
IMPERIAL HOSPITAL & RESEARCH CENTRE,"NEAR MAIN CIRCLE, SHASTRI NAGAR, JAIPUR, RAJASTHAN, 0","0141-2300111, 2302300",JAIPUR,,,,
INDIAN SPINAL INJURIES CENTRE,"SECTOR- C, VASANT KUNJ, NEW DELHI, NEW DELHI, DELHI, 110070",011-42255303,NEW DELHI,,,,
INDRAPRASTHA APOLLO HOSPITAL,"SARITA VIHAR, DELHI-MATHURA ROAD, NEW DELHI, DELHI, 110044",011-26925801 extn. 2042,NEW DELHI,,,,
INDUS HOSPITAL,"S.C.F.99-100, PHASE 3B-2, SECTOR-60, S.A.S. NAGAR, MOHALI, PUNJAB, 160059","0172-5093971, 5093972",MOHALI,,,,
INDUS SUPER SPECIALITY HOSPITAL,"OPPOSITE DC OFFICE, PHASE 1, SECTOR-55, S.A.S NAGAR, MOHALI, PUNJAB, 160055","0172-5044944, 5044945",MOHALI,,,,
INLAKS GENERAL HOSPITAL(RASHTRIYA SEVA SAMITI),"INLAKS HOSPITAL ROAD, CHEMBUR COLONY, CHEMBUR, MUMBAI, MAHARASHTRA, 400074",022-25204160,MUMBAI,,,,
ISHAAN UROLOGY CENTRE,"GROUND FLOOR, SURYA SAGAR BLDG, OPP. VIDYA VARDINI ENGG. COLLEGE, NEAR RAILWAY STATION, VASAI (W), THANE, MAHARASHTRA, 401202",0250 - 2348999,THANE,,,,
ISHAN HOSPITAL PRIVATE LIMITED,"PLOT NO.1, , POCKET -8B, SECTOR-19 ROHINI, DELHI, DELHI, 110089",27892798,DELHI,,,,
ISHWAR HOSPITAL,"SUNDER APARTMENTS, 1ST FLOOR ,RAJENDRA PRASAD ROAD, RAM NAGAR ,DOMBIVALI (EAST), THANE, MAHARASHTRA, 421201",0251-2863008/2861840,THANE,,,,
J. P. SURGICAL HOSPITAL,"POLYTECHNIC CHOWK, DISTRICT AMBALA, AMBALA, HARYANA, 0",0171-2557041,AMBALA,,,,
J.P. EYE HOSPITAL,"35, PHASE 7, MOHALI, PUNJAB, 160061","0172-2266613, 2227502",MOHALI,,,,
JAIN ENT HOSPITAL,"23-24, SATYA VIHAR COLONY, PANKAJ SINGHAVI MARG, NEAR NEW VIDHAN SABHA, LAL KOTHI, JAIPUR, RAJASTHAN, 302015","0141-2742541, 2742828",JAIPUR,,,,
JAIN HOSPITAL,"177-178, JAGRITI ENCLAVE, NEW DELHI, NEW DELHI, DELHI, 110092",011-22144946,NEW DELHI,,,,
JAIPUR GOLDEN HOSPITAL,"2, INSTITUTIONAL AREA, ROHINI, SECTOR-3, NEW DELHI, DELHI, 110085",011-27907000,NEW DELHI,,,,
JANANII HOSPITAL,"3-12-58/2, GANESH NAGAR, RAMANTHAPUR, HYDERABAD, ANDHRA PRADESH, 500013",040-27033300,HYDERABAD,,,,
JASLOK HOSPITAL MUMBAI,"15, DR. G. DESHMUKH MARG, GRANT ROAD, MUMBAI, MAHARASHTRA, 400026",022-66573333,MUMBAI,,,,
JASPAL NURSING HOME,"# 69, MODEL TOWN, AMBALA CITY, AMBALA, HARYANA, 134003",0171-2521169,AMBALA,,,,
JAY POLYCLINIC SURGICAL & MATERNITY NURSING HOME & ICCU,"B/1, SHREE DUTTA APT., AMARSHI ROAD, MALAD (W), MUMBAI, MAHARASHTRA, 400064",022-28820757,MUMBAI,,,,
JEEVAN JYOTI CLINIC & NURSING HOME,"M - 131, VIKASPURI, NEW DELHI, DELHI, 110058",011 - 25599099,NEW DELHI,,,,
JEEVAN JYOTI HOSPITAL,"B-28, KIRAN GARDEN, UTTAM NAGAR, NEW DELHI, DELHI, 110059",011-25335801/25335330,NEW DELHI,,,,
JEEVANDEEP HOSPITAL & CRITICAL CARE CENTRE,"LAXMIDARSHAN C.H.S. SHRIKHANDE WADI, MANPADA CROSS ROAD, DOMBIVLI(E), THANE, MAHARASHTRA, 421201",0251-2452977,THANE,,,,
JEEWAN HOSPITAL & NURSING HOME GATE NO. II,"GATE NO.-2, JEEVAN NAGAR, OPP. MAHARANI BAGH, NEW DELHI, DELHI, 110014",011-26349103/ 26349821,NEW DELHI,,,,
JEEWAN JYOTI HOSPITAL,"562, SECTOR 15, FARIDABAD, HARYANA, 121007",0129-2296408,FARIDABAD,,,,
JEEWAN MALA HOSPITAL PVT. LTD,"67/1, NEW ROHTAK ROAD, NEW DELHI, DELHI, DELHI, 110005",011-23511474-77,DELHI,,,,
